Transaction,Children,Units Sold,Revenue
10770,3,6,27.1
10771,3,5,22.51
10772,5,4,10.14
10773,1,5,4.35
10774,0,5,33.79
10775,1,4,11.88
10776,2,5,21.9
10777,1,2,3.04
10778,2,2,5.05
10779,4,6,26.55
10780,2,3,8.09
10781,1,2,5.24
10782,4,5,25.67
10783,2,5,3.06
10784,1,4,12.01
10785,5,4,31.83
10786,0,3,4.14
10787,1,4,8.21
10788,2,3,23.18
10789,4,4,17.28
10790,3,4,27.44
10791,4,5,3.11
10792,4,6,11.31
10793,3,4,24.89
10794,0,4,7.41
10795,2,5,21.15
10796,4,4,20.25
10797,3,5,6.59
10798,4,6,27.22
10799,2,2,2.74
10800,1,5,41.28
10801,0,5,3.84
10802,0,5,14.67
10803,3,6,7.28
10804,1,4,11.36
10805,3,5,18.29
10806,1,3,4.84
10807,1,5,10.69
10808,2,3,10.53
10809,2,5,10.84
10810,5,2,1.48
10811,2,2,5.96
10812,1,2,2.97
10813,3,4,18.23
10814,2,4,8.69
10815,1,4,16.02
10816,0,3,12.38
10817,4,5,4.08
10818,0,4,1.06
10819,3,5,44.2
10820,3,5,12.24
10821,1,6,17.68
10822,2,3,6.4
10823,5,6,4.9
10824,1,5,6.97
10825,2,4,6.57
10826,4,3,15.44
10827,2,5,11.02
10828,3,3,15.22
10829,4,2,9.58
10830,4,4,5.63
10831,1,6,19.76
10832,5,5,15.77
10833,0,3,7.87
10834,1,4,26.07
10835,5,3,3.9
10836,0,6,9.72
10837,1,5,19.67
10838,3,5,15.39
10839,4,4,5.69
10840,1,4,24.38
10841,3,3,8.4
10842,0,4,6.08
10843,0,4,10.51
10844,4,4,5.04
10845,5,3,17.11
10846,3,4,7.73
10847,5,5,16.13
10848,3,2,5.44
10849,5,4,20.4
10850,3,4,15.04
10851,5,4,9.2
10852,4,3,4.93
10853,3,4,4.68
10854,4,5,11.57
10855,4,4,26.16
10856,2,5,29.7
10857,1,5,16.38
10858,5,7,19.8
10859,5,4,16.63
10860,4,5,8.28
10861,3,3,16.57
10862,2,4,4.72
10863,1,6,13.16
10864,3,4,14.88
10865,3,2,12.76
10866,5,5,24.64
10867,4,4,6.38
10868,3,2,1.62
10869,0,3,1.89
10870,3,4,24.95
10871,2,4,15.31
10872,3,5,29.32
10873,4,4,24.86
10874,4,4,7.6
10875,1,3,2.23
10876,4,4,8.32
10877,2,2,2.81
10878,5,4,6.66
10879,4,3,25.56
10880,1,6,6.99
10881,4,4,17.52
10882,4,4,19.94
10883,0,3,13.42
10884,4,3,5.66
10885,1,3,10.92
10886,3,4,40.6
10887,4,4,6.8
10888,3,5,13.04
10889,1,2,8.29
10890,2,5,13.29
10891,3,4,23.81
10892,0,2,5.3
10893,0,5,25.13
10894,3,4,26.91
10895,1,4,18.13
10896,0,5,11.59
10897,3,4,8.01
10898,3,4,10.58
10899,4,4,1.1
10900,1,4,16.42
10901,3,2,9.54
10902,0,2,15.64
10903,4,2,9.05
10904,3,2,17.46
10905,4,5,4.76
10906,0,2,10.92
10907,4,4,17.04
10908,4,7,8.64
10909,0,5,18.97
10910,0,3,4.66
10911,5,3,6.28
10912,4,5,12.9
10913,2,5,9.91
10914,5,6,21.66
10915,5,5,7.74
10916,4,4,9.23
10917,0,4,9.98
10918,1,3,29.89
10919,2,3,4.88
10920,2,5,12.29
10921,2,6,4.42
10922,5,3,15.1
10923,4,3,18.1
10924,1,5,29.33
10925,1,2,4.33
10926,2,5,16.25
10927,1,6,15.9
10928,5,5,16.22
10929,0,5,7.74
10930,2,4,12.53
10931,0,4,7.26
10932,2,3,13.38
10933,4,5,41.1
10934,0,4,14.12
10935,1,2,3.35
10936,4,6,17.2
10937,4,4,12.08
10938,5,4,1.83
10939,5,4,2.82
10940,4,4,4.54
10941,4,4,29.72
10942,0,5,25.87
10943,5,2,6.3
10944,4,3,3.96
10945,1,4,13.72
10946,1,5,3.94
10947,5,4,5.94
10948,2,2,16.42
10949,1,2,5.4
10950,2,5,4.45
10951,0,4,15.05
10952,0,4,7.86
10953,2,3,7.06
10954,1,5,10.86
10955,3,5,3.2
10956,4,3,29.03
10957,2,6,20.24
10958,1,4,11.97
10959,3,4,13.26
10960,4,3,7.86
10961,4,4,4.47
10962,4,3,7.18
10963,3,4,14.36
10964,0,3,15.92
10965,4,4,9.2
10966,3,2,5.25
10967,5,6,12.6
10968,3,3,12.93
10969,1,4,4.18
10970,0,3,10.42
10971,0,5,15.84
10972,4,2,12.82
10973,3,2,3.47
10974,3,4,6.3
10975,1,3,8.9
10976,3,5,15.79
10977,3,4,3.49
10978,0,4,23.94
10979,3,3,15.38
10980,3,3,14.2
10981,5,3,33.18
10982,1,4,6.28
10983,4,3,10.63
10984,4,7,10.01
10985,1,3,4.45
10986,0,6,8.51
10987,3,2,8.06
10988,0,2,7.62
10989,1,3,28.71
10990,0,6,13.89
10991,0,4,22.85
10992,3,2,3.74
10993,3,4,11.75
10994,4,5,13.32
10995,3,3,4.61
10996,4,4,32.84
10997,1,3,16.83
10998,4,3,19.49
10999,2,6,24.44
11000,5,6,28.32
11001,2,3,8.42
11002,3,5,23.3
11003,2,6,12.53
11004,3,5,18.77
11005,2,5,27.14
11006,4,7,35.91
11007,2,4,5.47
11008,4,4,16.3
11009,4,4,7.4
11010,3,3,5.16
11011,1,2,1.39
11012,0,4,23.14
11013,4,4,11.26
11014,2,5,8.19
11015,2,6,6.1
11016,5,4,11.09
11017,5,4,14.62
11018,1,4,4.02
11019,4,2,2.6
11020,1,4,20.98
11021,1,4,7.74
11022,4,4,12.33
11023,3,2,2.37
11024,0,5,12.35
11025,0,2,6.78
11026,3,4,10.5
11027,2,2,7.14
11028,2,5,13.98
11029,2,4,8.54
11030,0,4,8.06
11031,4,6,11.59
11032,0,3,4.54
11033,3,6,8.4
11034,3,5,13.32
11035,5,3,2.21
11036,1,3,12.77
11037,2,4,13.03
11038,2,4,15.91
11039,3,3,10.68
11040,3,5,15.64
11041,0,4,9.97
11042,1,5,13.31
11043,0,4,5.92
11044,2,3,5.3
11045,3,3,19.43
11046,2,3,7.85
11047,2,5,16.2
11048,3,2,4.76
11049,4,5,21.3
11050,1,5,9.06
11051,3,6,16.93
11052,3,3,10.4
11053,3,4,22.12
11054,2,6,7.07
11055,0,2,1.9
11056,0,5,41.58
11057,4,3,8.42
11058,0,3,11.68
11059,2,4,2.32
11060,2,5,10.14
11061,5,4,20.64
11062,2,4,10.34
11063,3,5,18.46
11064,4,5,18.56
11065,3,4,12.24
11066,4,6,22.56
11067,2,3,18.08
11068,5,4,33.9
11069,2,4,3.62
11070,2,6,12.72
11071,2,3,22.23
11072,2,4,7.83
11073,5,3,14.49
11074,4,6,23.8
11075,0,2,7.67
11076,1,4,21.42
11077,1,5,5.71
11078,2,4,10.72
11079,3,4,16.32
11080,3,3,13.2
11081,3,5,37
11082,2,3,21.31
11083,4,5,19.99
11084,4,2,5.66
11085,1,2,11.09
11086,2,2,1.98
11087,1,4,45.72
11088,1,4,3.88
11089,4,4,7.44
11090,3,3,7.04
11091,3,6,13.74
11092,3,3,23.52
11093,4,6,39.12
11094,2,5,14.52
11095,1,5,16.59
11096,2,3,16.9
11097,1,3,25.38
11098,4,5,37.23
11099,4,5,20.98
11100,2,2,6.86
11101,5,2,10.72
11102,5,6,23.93
11103,3,4,4
11104,3,3,10.85
11105,3,4,3.84
11106,1,5,8.26
11107,1,3,13.1
11108,1,4,26.1
11109,5,4,4.2
11110,4,4,16.04
11111,5,3,5.81
11112,2,4,17.1
11113,4,5,11.63
11114,5,3,19.88
11115,5,5,17.76
11116,5,7,23.13
11117,3,4,8.45
11118,1,2,13.98
11119,3,3,3.19
11120,1,3,11.12
11121,5,4,2.39
11122,2,5,23.28
11123,4,6,18.16
11124,1,4,24.29
11125,2,4,5.81
11126,1,4,14.5
11127,5,5,16.93
11128,4,4,1.42
11129,1,2,9.42
11130,1,2,14.78
11131,3,4,14.08
11132,4,3,5.88
11133,5,5,7.98
11134,3,2,11.1
11135,1,5,13.93
11136,2,4,12.35
11137,3,4,9.46
11138,4,3,24.29
11139,0,2,8.83
11140,5,3,7.49
11141,4,4,25.27
11142,4,3,4.36
11143,1,4,8.06
11144,2,2,5.28
11145,5,3,4.08
11146,4,5,13.03
11147,1,5,5.97
11148,2,5,35.19
11149,4,4,6.41
11150,3,4,12.08
11151,0,6,4.82
11152,4,5,13.22
11153,2,4,5.7
11154,2,3,5.11
11155,4,5,17.63
11156,1,5,29.43
11157,4,4,6.24
11158,1,5,11.48
11159,4,4,11.04
11160,0,3,10.69
11161,2,4,6.72
11162,4,7,12.32
11163,0,5,7.5
11164,3,5,14.79
11165,2,6,19.68
11166,2,3,9.7
11167,4,5,33.18
11168,4,4,6.51
11169,0,5,16.37
11170,5,6,20.34
11171,1,4,6.94
11172,2,3,5.34
11173,4,3,3.54
11174,0,5,29.68
11175,5,4,17.5
11176,3,4,13.92
11177,4,4,17.87
11178,4,6,9.02
11179,1,3,9.46
11180,5,5,14.74
11181,1,3,4.51
11182,3,7,37
11183,2,3,6.47
11184,5,4,3.8
11185,3,3,3.98
11186,3,3,8.7
11187,4,3,9.6
11188,2,6,19.11
11189,3,5,7.88
11190,3,3,6.52
11191,4,4,17.94
11192,3,6,19.34
11193,3,5,10.13
11194,4,4,23.76
11195,3,6,10.44
11196,0,6,8.06
11197,4,5,10.44
11198,1,3,19.6
11199,0,6,14.76
11200,3,6,27.14
11201,3,4,26.52
11202,5,2,15.23
11203,4,5,22.4
11204,1,4,3.24
11205,2,3,11.82
11206,0,4,1.32
11207,1,4,13.11
11208,4,5,15.56
11209,5,7,17.54
11210,4,1,4.98
11211,3,4,7.67
11212,5,6,7
11213,1,1,3.75
11214,1,4,33.1
11215,5,4,23.49
11216,0,4,3.15
11217,2,5,26.38
11218,2,4,9.97
11219,3,5,6.6
11220,1,3,17.14
11221,2,4,22.45
11222,4,4,33.86
11223,2,6,17.1
11224,4,6,19.84
11225,5,4,16.92
11226,5,7,35.25
11227,5,6,8.01
11228,0,3,29.55
11229,0,6,24.7
11230,2,6,7.17
11231,0,3,13.14
11232,2,3,13.79
11233,3,5,10.85
11234,1,3,7.95
11235,3,3,12.7
11236,1,5,21.63
11237,3,5,21.98
11238,5,5,10.89
11239,4,4,9.45
11240,4,5,5.9
11241,2,4,24.29
11242,2,4,23.86
11243,0,2,10.15
11244,3,5,18.63
11245,2,5,4.03
11246,4,6,7.78
11247,5,3,6.2
11248,1,3,6.34
11249,3,4,5.71
11250,1,5,11.48
11251,0,3,13.85
11252,3,3,3.19
11253,3,4,9.47
11254,3,4,9.94
11255,3,4,11.26
11256,3,3,11.32
11257,2,3,7.46
11258,0,6,17.9
11259,2,4,16.38
11260,3,4,6.6
11261,1,4,7.67
11262,4,4,26.12
11263,2,4,5.08
11264,3,5,6.2
11265,2,5,12.53
11266,4,2,10.67
11267,1,3,8.22
11268,3,2,1.76
11269,3,4,13.17
11270,2,4,3.86
11271,2,6,10.8
11272,2,6,6.7
11273,2,4,3.06
11274,2,3,3.42
11275,0,4,24.84
11276,3,4,13.57
11277,3,3,7.74
11278,1,5,11.6
11279,2,5,15.44
11280,4,6,14.08
11281,4,3,4.94
11282,4,3,2.3
11283,5,2,7.68
11284,1,4,18.3
11285,2,4,8.77
11286,5,3,9.87
11287,2,3,13.45
11288,2,3,13.15
11289,3,4,7.96
11290,0,5,40.6
11291,2,5,22.08
11292,5,6,23.14
11293,2,2,4.87
11294,4,5,7.4
11295,1,4,10.25
11296,0,3,10.21
11297,1,3,17.37
11298,4,3,15.11
11299,1,4,3.96
11300,2,4,14.26
11301,1,5,24.61
11302,1,5,11.84
11303,1,3,10.51
11304,4,4,16.65
11305,1,6,39.42
11306,0,4,27.36
11307,1,5,8.15
11308,4,3,6.71
11309,3,3,8.84
11310,1,4,32.54
11311,1,3,1.9
11312,3,5,18.93
11313,3,5,21.67
11314,4,4,8.79
11315,0,2,5.3
11316,2,3,25.58
11317,2,3,6.74
11318,1,5,17.74
11319,1,5,19.89
11320,4,4,15.92
11321,5,3,8.14
11322,2,6,40.72
11323,2,6,22.05
11324,3,5,20.52
11325,3,3,16.77
11326,4,4,8.06
11327,2,6,10.51
11328,3,3,10.71
11329,2,2,4.03
11330,1,2,2.7
11331,4,4,10.03
11332,3,4,2.16
11333,1,4,15.04
11334,2,5,10.3
11335,5,4,2.81
11336,0,5,6.71
11337,1,4,19.44
11338,5,4,7
11339,3,6,4.99
11340,5,4,5.08
11341,0,4,6.34
11342,0,3,10.07
11343,3,3,4.46
11344,4,3,18.6
11345,3,5,11.52
11346,3,4,26.93
11347,1,4,3.78
11348,0,5,20.52
11349,1,6,17.2
11350,2,4,4.77
11351,3,4,23.71
11352,3,4,9.93
11353,4,6,15.07
11354,1,4,8.72
11355,2,1,6.62
11356,5,4,16.4
11357,4,4,15.5
11358,1,3,7.5
11359,3,4,5.54
11360,4,4,5.38
11361,5,7,22.49
11362,0,4,9.13
11363,0,5,17.04
11364,2,5,6.01
11365,2,6,7.98
11366,5,5,8.65
11367,0,4,20.59
11368,0,5,15.5
11369,0,3,23.67
11370,2,3,9.44
11371,1,4,15.41
11372,3,3,10.9
11373,4,4,17.98
11374,0,2,9.6
11375,4,4,13.03
11376,1,4,5.72
11377,1,4,2.81
11378,5,5,8.17
11379,3,5,13.46
11380,1,3,15.4
11381,3,5,7.37
11382,0,4,9.52
11383,1,4,9.02
11384,3,4,22.01
11385,4,4,3.36
11386,5,5,9.6
11387,1,3,5.09
11388,3,4,28.45
11389,1,4,13.5
11390,1,3,6.53
11391,3,5,22.85
11392,1,3,12.93
11393,3,4,4.42
11394,4,4,4.03
11395,2,5,34.66
11396,5,6,16.18
11397,3,2,2.62
11398,2,5,10.37
11399,3,3,7.85
11400,1,5,7.83
11401,0,3,7.97
11402,0,4,16.27
11403,1,4,22.4
11404,3,5,17.89
11405,1,5,14.76
11406,0,4,4.11
11407,0,3,6.9
11408,3,3,13.1
11409,2,4,3.89
11410,3,4,8.02
11411,0,5,5.47
11412,2,3,13.49
11413,3,5,18.06
11414,1,5,17.86
11415,2,4,26.59
11416,4,5,12.96
11417,2,3,3.28
11418,0,2,16.04
11419,2,5,21.28
11420,3,3,12.42
11421,3,4,9.57
11422,4,6,14.16
11423,3,4,16.22
11424,4,2,10.88
11425,2,4,19.53
11426,2,4,11.17
11427,0,4,10.35
11428,0,3,10.74
11429,5,6,18.78
11430,2,5,8.01
11431,4,6,13.34
11432,4,3,12.23
11433,1,3,3.07
11434,5,4,10.38
11435,4,3,31.43
11436,3,2,10.3
11437,1,4,7.24
11438,1,4,5.28
11439,4,5,6.33
11440,5,5,18.29
11441,1,5,20.1
11442,3,4,24.89
11443,2,4,12.47
11444,5,6,23.4
11445,2,4,5.11
11446,2,3,5.96
11447,1,4,15.18
11448,4,5,16.2
11449,2,3,8.68
11450,3,4,3.55
11451,0,5,16.17
11452,0,2,2.29
11453,1,4,12.24
11454,2,2,12.38
11455,4,4,19.07
11456,4,2,7.73
11457,5,2,14.54
11458,2,4,5.38
11459,1,5,7.65
11460,4,4,12.14
11461,0,3,5.87
11462,3,5,3.92
11463,2,5,20.94
11464,2,6,8.74
11465,3,2,4.02
11466,4,3,2.5
11467,1,3,2.74
11468,3,5,18
11469,2,3,8.11
11470,4,6,30.91
11471,3,4,8.8
11472,1,5,23.65
11473,2,4,14.39
11474,0,5,20.75
11475,5,4,15.16
11476,3,4,10.01
11477,3,4,13.66
11478,1,4,5.9
11479,3,6,3.85
11480,5,6,21
11481,4,6,9.88
11482,4,3,13.54
11483,3,4,4.87
11484,4,5,14.92
11485,1,4,27.12
11486,5,3,25.06
11487,0,6,14.27
11488,0,3,7.15
11489,0,2,12.1
11490,4,4,12.31
11491,2,6,13.68
11492,0,4,15.46
11493,2,3,12.1
11494,0,3,9.24
11495,3,4,11.9
11496,2,4,9.69
11497,4,4,13.36
11498,4,3,11.84
11499,2,3,6.91
11500,1,3,5.55
11501,3,3,9.23
11502,2,4,12.43
11503,1,5,16.93
11504,0,3,32.89
11505,1,5,7.16
11506,4,5,26.83
11507,1,2,17.55
11508,4,4,20.98
11509,4,4,15.12
11510,5,3,8.79
11511,5,5,17.82
11512,5,5,26.1
11513,3,4,17.18
11514,4,3,8.47
11515,4,2,8.8
11516,2,4,4.03
11517,1,3,2.57
11518,4,4,14.85
11519,2,4,14.78
11520,1,5,12.96
11521,4,3,5.29
11522,4,4,4.76
11523,3,5,3.84
11524,2,3,5.5
11525,4,3,24.23
11526,2,4,20.5
11527,2,4,3.39
11528,2,3,11.23
11529,4,5,4.35
11530,2,4,10.14
11531,1,3,10.08
11532,3,3,3.11
11533,0,3,16.69
11534,4,5,25.81
11535,4,4,3.07
11536,4,3,16.77
11537,3,3,5.62
11538,3,4,22.66
11539,3,4,33.91
11540,5,5,12.96
11541,2,5,4.21
11542,5,4,8.5
11543,3,5,25.43
11544,4,6,15.7
11545,4,4,16.13
11546,1,4,4.86
11547,4,4,14.61
11548,4,5,23.74
11549,1,4,17.33
11550,4,4,15.54
11551,3,5,22.35
11552,5,7,14.82
11553,4,3,13.96
11554,1,5,11.46
11555,4,4,15.88
11556,2,3,25.43
11557,0,4,19.6
11558,4,3,2.63
11559,3,2,9.72
11560,1,4,16.82
11561,2,2,2.55
11562,2,2,3.69
11563,5,4,12.34
11564,4,4,19.4
11565,4,3,13.69
11566,4,3,8.26
11567,3,5,15.18
11568,3,3,7.92
11569,1,4,11.12
11570,3,6,19.3
11571,2,4,7.35
11572,4,5,9.48
11573,1,4,24.13
11574,3,3,9.43
11575,4,4,9.01
11576,1,5,28.73
11577,3,4,9.26
11578,2,2,0.65
11579,2,4,6.94
11580,4,5,6.6
11581,1,3,7.52
11582,0,4,4.62
11583,5,6,20.78
11584,0,4,35.67
11585,0,4,10.63
11586,2,3,29.95
11587,4,3,14.7
11588,3,3,5.11
11589,2,5,15.57
11590,5,5,4.64
11591,4,5,16.28
11592,0,5,18.51
11593,3,4,30.16
11594,4,3,7.37
11595,3,3,10.79
11596,3,5,12.26
11597,2,5,4.83
11598,0,4,6.21
11599,3,6,12.24
11600,3,3,27.64
11601,1,4,19.8
11602,3,4,10.1
11603,0,4,25.9
11604,4,4,19.73
11605,2,6,11.78
11606,3,5,13.58
11607,1,2,11.04
11608,2,4,3.12
11609,4,3,8.54
11610,2,3,28.53
11611,1,6,4.78
11612,0,4,8.09
11613,4,4,5.54
11614,1,3,8.78
11615,5,5,4.68
11616,4,5,5.21
11617,3,3,3.83
11618,4,4,22.36
11619,2,4,10.7
11620,5,3,2.77
11621,0,3,2.74
11622,2,4,5.12
11623,3,3,4.53
11624,2,4,13.1
11625,3,4,20.16
11626,2,4,19.27
11627,2,4,18.68
11628,4,4,7.17
11629,5,4,2.85
11630,3,2,2.52
11631,2,5,14.64
11632,1,3,32.09
11633,2,5,4.03
11634,0,3,11
11635,1,4,15.94
11636,3,4,11.49
11637,3,5,29.44
11638,2,4,22.26
11639,4,6,41.04
11640,1,4,11
11641,3,6,6.63
11642,2,2,3.38
11643,5,5,28.86
11644,0,3,9.08
11645,0,4,10.32
11646,1,2,16.42
11647,5,6,10.6
11648,0,3,3.84
11649,1,4,11.48
11650,2,4,20.59
11651,3,3,21.68
11652,1,3,14.5
11653,5,4,3.35
11654,5,5,17.24
11655,4,6,15.48
11656,3,5,12.4
11657,5,4,27.97
11658,2,4,15.87
11659,1,2,14.04
11660,3,4,34.54
11661,4,5,12.24
11662,4,7,27.9
11663,1,2,7.75
11664,3,2,18.08
11665,2,5,9.86
11666,5,3,11.91
11667,4,6,7.08
11668,2,4,15.62
11669,4,5,20.52
11670,1,4,16.7
11671,1,4,21.15
11672,1,5,13.25
11673,4,4,14.88
11674,2,5,2.23
11675,2,4,26.5
11676,3,4,11.83
11677,1,3,13.18
11678,2,5,11.39
11679,0,3,9.91
11680,4,4,9.32
11681,3,5,10.48
11682,5,6,5.59
11683,2,3,7.43
11684,5,5,5.1
11685,4,3,7.12
11686,3,4,18.46
11687,3,6,5.71
11688,4,4,23.16
11689,5,5,3.72
11690,1,5,22.52
11691,4,2,4.16
11692,1,2,3.53
11693,4,4,4.95
11694,1,4,2.97
11695,1,4,22.7
11696,1,3,6.1
11697,2,3,19.78
11698,0,4,3.52
11699,3,4,5.92
11700,2,5,7.26
11701,3,4,14.92
11702,2,6,16.56
11703,0,3,6.05
11704,2,3,10.89
11705,4,2,14.56
11706,4,2,13.35
11707,0,3,21.14
11708,1,3,1.52
11709,5,3,4.84
11710,5,4,14.71
11711,0,4,4.64
11712,1,4,12.72
11713,4,3,4.45
11714,2,3,2.23
11715,4,4,16.43
11716,1,3,31.02
11717,3,4,24.95
11718,4,5,11.04
11719,3,5,16.42
11720,3,5,17.63
11721,0,2,3.36
11722,3,2,10.3
11723,1,6,7
11724,4,3,13.4
11725,2,5,7.1
11726,0,3,3.51
11727,4,5,9.34
11728,2,6,25.32
11729,4,2,4.2
11730,2,6,8.52
11731,4,5,4.22
11732,1,5,5.92
11733,4,3,7.28
11734,2,4,4.07
11735,3,3,10.08
11736,4,5,18.14
11737,4,6,15.96
11738,1,4,35.16
11739,2,5,6.01
11740,3,4,13.57
11741,2,3,7.25
11742,2,4,6.94
11743,2,5,20.59
11744,3,5,22.23
11745,4,2,9.11
11746,5,6,21.12
11747,2,3,9.83
11748,3,2,6.86
11749,2,4,17.8
11750,0,5,21.23
11751,3,3,7.72
11752,2,5,11.75
11753,3,5,9.02
11754,1,4,11.93
11755,1,3,4.75
11756,1,2,12.8
11757,2,3,9.32
11758,4,4,7.02
11759,0,4,14.12
11760,3,5,12.01
11761,0,3,5.51
11762,1,3,8.83
11763,4,6,11.14
11764,5,4,3.64
11765,0,4,8.37
11766,2,2,6.44
11767,3,2,6.21
11768,4,3,33.15
11769,4,6,6.56
11770,0,3,9.5
11771,4,5,11.42
11772,3,5,9.35
11773,1,5,3.3
11774,1,5,29.33
11775,0,3,21.72
11776,1,2,5.43
11777,1,5,26.91
11778,1,3,21.91
11779,2,5,13.75
11780,3,5,5.43
11781,4,5,24.1
11782,1,4,10.18
11783,5,7,11.76
11784,2,3,14.3
11785,3,5,9.74
11786,3,2,3.7
11787,0,5,6.99
11788,2,5,24.53
11789,0,4,4.49
11790,1,5,8.37
11791,4,6,7.5
11792,3,3,11.07
11793,5,5,7.77
11794,0,5,10.5
11795,4,6,54.46
11796,3,4,7.56
11797,2,4,16.69
11798,3,4,8.35
11799,4,4,24.38
11800,5,3,6.44
11801,0,3,4.2
11802,1,4,21.53
11803,4,5,10.37
11804,4,5,12.38
11805,4,5,7.62
11806,4,6,24.82
11807,2,6,29.93
11808,5,7,25.7
11809,3,7,21.2
11810,0,4,3.37
11811,1,3,5.97
11812,2,4,12.1
11813,4,4,13.68
11814,5,3,5.4
11815,1,4,23.6
11816,3,4,23.24
11817,5,4,23.56
11818,1,3,2.76
11819,5,4,30.89
11820,3,3,17.1
11821,1,5,15.71
11822,2,3,15.23
11823,4,5,4.61
11824,4,3,11.47
11825,2,4,12.22
11826,3,6,36.72
11827,0,5,12.25
11828,4,3,5.5
11829,4,2,14.06
11830,2,5,8.42
11831,5,4,7.03
11832,4,3,6.48
11833,4,4,15.97
11834,5,2,11.86
11835,1,4,11.83
11836,2,4,6.72
11837,5,4,6.23
11838,4,4,31.7
11839,5,4,5.68
11840,1,6,15.37
11841,2,4,3.59
11842,4,3,8.7
11843,5,3,5.85
11844,4,5,2.54
11845,3,4,3.94
11846,5,3,12.3
11847,5,2,2.91
11848,1,6,8.63
11849,1,5,2.5
11850,4,5,28.47
11851,3,3,3.86
11852,3,3,7.44
11853,3,4,6.17
11854,4,5,6.56
11855,3,2,5.81
11856,3,4,6.39
11857,2,3,13.45
11858,2,3,12.65
11859,1,2,8.11
11860,2,6,9.93
11861,2,6,35.1
11862,3,4,9.49
11863,0,3,12.32
11864,0,3,5.91
11865,3,5,9.14
11866,1,5,12.38
11867,5,3,3.07
11868,4,2,16.52
11869,3,6,16.81
11870,4,3,4.37
11871,4,6,3.88
11872,1,5,3.46
11873,3,2,13.38
11874,2,4,22.23
11875,2,3,13.06
11876,3,6,15.1
11877,0,4,3.59
11878,1,5,23.04
11879,1,5,5.54
11880,1,5,9.17
11881,4,3,6.72
11882,5,5,40.65
11883,1,5,5.8
11884,5,5,21.08
11885,3,6,22.17
11886,5,7,18.97
11887,5,5,10.05
11888,1,6,37.07
11889,2,5,17.23
11890,4,3,6.16
11891,2,4,7.2
11892,1,6,38.48
11893,3,4,7.35
11894,1,4,11.7
11895,2,3,2.84
11896,4,5,25.2
11897,3,5,7.13
11898,4,4,17.03
11899,2,4,11.52
11900,3,4,13.73
11901,3,5,24.85
11902,3,4,11.09
11903,3,4,20.07
11904,0,6,9.88
11905,2,5,21.84
11906,2,3,3.96
11907,4,6,32.02
11908,3,2,7.68
11909,2,5,15.32
11910,1,4,2.45
11911,3,4,12.18
11912,5,5,21.6
11913,2,4,4.52
11914,2,4,12.74
11915,0,3,16.86
11916,4,4,16.14
11917,2,5,22.7
11918,5,4,4.22
11919,2,4,15.79
11920,3,5,34.01
11921,2,3,5.95
11922,2,3,16.7
11923,0,4,21.96
11924,2,4,8.16
11925,2,2,4.93
11926,1,4,9.83
11927,2,5,8.91
11928,3,4,37.32
11929,3,5,9.95
11930,3,3,20.48
11931,2,5,9.24
11932,3,3,13.85
11933,4,1,1.33
11934,3,5,3.62
11935,0,4,9.25
11936,3,4,1.46
11937,1,4,5.4
11938,1,4,9.88
11939,5,6,15.82
11940,5,6,20.35
11941,1,2,15.23
11942,1,3,1.26
11943,1,3,13.13
11944,1,2,15.54
11945,5,3,17.42
11946,3,4,7.97
11947,4,6,21.3
11948,1,4,3.5
11949,3,5,5.73
11950,1,5,12.56
11951,4,2,4.79
11952,1,2,9.36
11953,0,4,13.06
11954,4,5,16.07
11955,3,6,18.43
11956,1,3,16.8
11957,2,4,4.91
11958,4,4,20.38
11959,2,3,4.39
11960,0,4,6.72
11961,4,5,9.5
11962,1,5,15.98
11963,5,4,11.09
11964,3,5,15.17
11965,4,2,9.83
11966,1,4,8.68
11967,4,6,11.09
11968,5,6,52.35
11969,4,5,20.42
11970,4,4,9.96
11971,1,5,11.1
11972,2,5,21.74
11973,2,4,28.44
11974,5,3,15.88
11975,4,4,5.72
11976,4,4,3.36
11977,0,5,20.52
11978,1,2,4.09
11979,2,6,11.59
11980,0,4,19.92
11981,2,4,10.62
11982,2,3,15.77
11983,4,6,3.5
11984,0,3,5.8
11985,4,3,2.21
11986,2,3,23.1
11987,5,5,24.98
11988,0,5,10.08
11989,2,5,31.1
11990,3,3,13.05
11991,2,2,7.41
11992,1,5,7.55
11993,3,3,6.84
11994,3,5,6.05
11995,2,5,16.69
11996,4,2,7.81
11997,1,5,5.04
11998,5,7,20.82
11999,1,4,13.93
12000,5,6,9.9
12001,2,6,10.51
12002,2,3,12.03
12003,2,5,13.01
12004,5,6,9.52
12005,3,6,16.56
12006,4,2,12.7
12007,1,4,20.88
12008,5,6,23.98
12009,4,3,12.26
12010,0,4,6.84
12011,3,5,14.28
12012,2,4,18.72
12013,2,5,17.28
12014,2,3,10.71
12015,2,5,3.8
12016,5,7,18.9
12017,1,4,2.28
12018,3,4,33.52
12019,2,4,17.73
12020,5,4,25.53
12021,2,6,19.6
12022,1,2,6.02
12023,3,3,14.11
12024,4,4,7.43
12025,1,4,3.94
12026,3,3,5.22
12027,4,4,5.76
12028,1,5,10.06
12029,3,2,6.7
12030,4,1,8.49
12031,5,5,7.12
12032,5,4,10.77
12033,0,3,22.36
12034,4,2,4.22
12035,1,3,9.83
12036,5,5,13.63
12037,3,4,4.21
12038,4,4,14.28
12039,5,4,22.15
12040,2,3,16.27
12041,3,3,7.18
